Date,Region,Product,Units_Sold,Price_Point,Revenue,Competitor_Price,Weather,Promotion_Active
2023-09-22,South Delhi,Spicy Chicken Samosa,67,30,2010,30.72,Clear,False
2023-09-22,South Delhi,Chocolate Fusion Samosa,35,45,1575,42.29,Rainy,False
2023-09-22,North Delhi,Classic Potato Samosa,183,15,2745,11.95,Clear,True
2023-09-22,North Delhi,Paneer Tikka Samosa,65,25,1625,27.73,Clear,False
2023-09-22,North Delhi,Spicy Chicken Samosa,196,30,5880,32.13,Clear,True
2023-09-22,North Delhi,Chocolate Fusion Samosa,5,45,225,46.61,Clear,False
2023-09-22,West Delhi,Classic Potato Samosa,81,15,1215,16.92,Clear,False
2023-09-22,West Delhi,Paneer Tikka Samosa,139,25,3475,27.86,Clear,False
2023-09-22,West Delhi,Spicy Chicken Samosa,108,30,3240,34.65,Clear,False
2023-09-22,West Delhi,Chocolate Fusion Samosa,27,45,1215,42.01,Clear,False
2023-09-22,Noida,Classic Potato Samosa,78,15,1170,15.0,Clear,False
2023-09-22,Noida,Paneer Tikka Samosa,111,25,2775,20.7,Rainy,True
2023-09-22,Noida,Spicy Chicken Samosa,141,30,4230,29.22,Clear,False
2023-09-22,Noida,Chocolate Fusion Samosa,34,45,1530,49.06,Clear,True
2023-09-22,Gurugram,Classic Potato Samosa,84,15,1260,16.03,Clear,False
2023-09-22,Gurugram,Paneer Tikka Samosa,186,25,4650,28.29,Rainy,False
2023-09-22,Gurugram,Spicy Chicken Samosa,103,30,3090,28.0,Rainy,False
2023-09-22,Gurugram,Chocolate Fusion Samosa,21,45,945,41.17,Rainy,False
2023-09-23,South Delhi,Classic Potato Samosa,96,15,1440,19.49,Clear,False
2023-09-23,South Delhi,Paneer Tikka Samosa,191,25,4775,29.63,Rainy,False
2023-09-23,South Delhi,Spicy Chicken Samosa,106,30,3180,30.59,Clear,False
2023-09-23,South Delhi,Chocolate Fusion Samosa,31,45,1395,43.1,Clear,False
2023-09-23,North Delhi,Classic Potato Samosa,180,15,2700,14.88,Clear,False
2023-09-23,North Delhi,Paneer Tikka Samosa,172,25,4300,21.78,Clear,False
2023-09-23,North Delhi,Spicy Chicken Samosa,237,30,7110,34.99,Rainy,False
2023-09-23,North Delhi,Chocolate Fusion Samosa,45,45,2025,40.83,Rainy,False
2023-09-23,West Delhi,Classic Potato Samosa,245,15,3675,14.94,Clear,True
2023-09-23,West Delhi,Paneer Tikka Samosa,183,25,4575,23.87,Clear,False
2023-09-23,West Delhi,Spicy Chicken Samosa,165,30,4950,26.9,Clear,False
2023-09-23,West Delhi,Chocolate Fusion Samosa,32,45,1440,43.01,Clear,False
2023-09-23,Noida,Classic Potato Samosa,178,15,2670,13.94,Clear,False
2023-09-23,Noida,Paneer Tikka Samosa,167,25,4175,28.07,Clear,False
2023-09-23,Noida,Spicy Chicken Samosa,115,30,3450,32.59,Clear,False
2023-09-23,Noida,Chocolate Fusion Samosa,9,45,405,45.89,Clear,True
2023-09-23,Gurugram,Classic Potato Samosa,120,15,1800,13.16,Clear,False
2023-09-23,Gurugram,Paneer Tikka Samosa,115,25,2875,24.15,Clear,False
2023-09-23,Gurugram,Spicy Chicken Samosa,129,30,3870,27.34,Clear,True
2023-09-23,Gurugram,Chocolate Fusion Samosa,17,45,765,40.4,Clear,False
2023-09-24,South Delhi,Classic Potato Samosa,204,15,3060,14.81,Clear,False
2023-09-24,South Delhi,Paneer Tikka Samosa,247,25,6175,25.34,Rainy,False
2023-09-24,South Delhi,Spicy Chicken Samosa,207,30,6210,34.03,Rainy,False
2023-09-24,South Delhi,Chocolate Fusion Samosa,42,45,1890,46.36,Rainy,False
2023-09-24,North Delhi,Classic Potato Samosa,185,15,2775,18.78,Clear,False
2023-09-24,North Delhi,Paneer Tikka Samosa,165,25,4125,20.47,Clear,False
2023-09-24,North Delhi,Spicy Chicken Samosa,70,30,2100,27.82,Clear,False
2023-09-24,North Delhi,Chocolate Fusion Samosa,17,45,765,42.4,Rainy,False
2023-09-24,West Delhi,Classic Potato Samosa,203,15,3045,16.52,Rainy,False
2023-09-24,West Delhi,Paneer Tikka Samosa,91,25,2275,25.36,Clear,False
2023-09-24,West Delhi,Spicy Chicken Samosa,156,30,4680,33.38,Clear,False
2023-09-24,West Delhi,Chocolate Fusion Samosa,28,45,1260,48.79,Clear,False
2023-09-24,Noida,Classic Potato Samosa,131,15,1965,12.85,Clear,False
2023-09-24,Noida,Paneer Tikka Samosa,133,25,3325,24.08,Clear,False
2023-09-24,Noida,Spicy Chicken Samosa,167,30,5010,27.34,Clear,False
2023-09-24,Noida,Chocolate Fusion Samosa,43,45,1935,43.82,Rainy,False
2023-09-24,Gurugram,Classic Potato Samosa,140,15,2100,16.32,Rainy,False
2023-09-24,Gurugram,Paneer Tikka Samosa,150,25,3750,25.74,Rainy,False
2023-09-24,Gurugram,Spicy Chicken Samosa,100,30,3000,30.94,Clear,False
2023-09-24,Gurugram,Chocolate Fusion Samosa,33,45,1485,45.97,Clear,False
2023-09-25,South Delhi,Classic Potato Samosa,120,15,1800,14.05,Clear,False
2023-09-25,South Delhi,Paneer Tikka Samosa,176,25,4400,27.87,Rainy,False
2023-09-25,South Delhi,Spicy Chicken Samosa,154,30,4620,31.54,Clear,False
2023-09-25,South Delhi,Chocolate Fusion Samosa,22,45,990,44.04,Clear,False
2023-09-25,North Delhi,Classic Potato Samosa,67,15,1005,18.63,Clear,False
2023-09-25,North Delhi,Paneer Tikka Samosa,140,25,3500,28.61,Clear,False
2023-09-25,North Delhi,Spicy Chicken Samosa,96,30,2880,30.18,Rainy,False
2023-09-25,North Delhi,Chocolate Fusion Samosa,28,45,1260,47.09,Clear,False
2023-09-25,West Delhi,Classic Potato Samosa,73,15,1095,10.24,Clear,False
2023-09-25,West Delhi,Paneer Tikka Samosa,80,25,2000,20.4,Clear,False
2023-09-25,West Delhi,Spicy Chicken Samosa,79,30,2370,34.9,Clear,False
2023-09-25,West Delhi,Chocolate Fusion Samosa,16,45,720,43.31,Clear,True
2023-09-25,Noida,Classic Potato Samosa,211,15,3165,10.04,Clear,True
2023-09-25,Noida,Paneer Tikka Samosa,144,25,3600,26.16,Clear,False
2023-09-25,Noida,Spicy Chicken Samosa,58,30,1740,33.99,Clear,False
2023-09-25,Noida,Chocolate Fusion Samosa,17,45,765,47.59,Clear,False
2023-09-25,Gurugram,Classic Potato Samosa,98,15,1470,16.51,Clear,False
2023-09-25,Gurugram,Paneer Tikka Samosa,112,25,2800,20.02,Clear,False
2023-09-25,Gurugram,Spicy Chicken Samosa,134,30,4020,30.51,Clear,False
2023-09-25,Gurugram,Chocolate Fusion Samosa,46,45,2070,41.46,Rainy,True
2023-09-26,South Delhi,Classic Potato Samosa,96,15,1440,13.85,Clear,False
2023-09-26,South Delhi,Paneer Tikka Samosa,60,25,1500,29.41,Clear,False
2023-09-26,South Delhi,Spicy Chicken Samosa,135,30,4050,31.02,Clear,False
2023-09-26,South Delhi,Chocolate Fusion Samosa,31,45,1395,48.26,Clear,False
2023-09-26,North Delhi,Classic Potato Samosa,55,15,825,14.52,Clear,False
2023-09-26,North Delhi,Paneer Tikka Samosa,115,25,2875,28.49,Clear,False
2023-09-26,North Delhi,Spicy Chicken Samosa,160,30,4800,25.03,Clear,True
2023-09-26,North Delhi,Chocolate Fusion Samosa,27,45,1215,47.9,Clear,False
2023-09-26,West Delhi,Classic Potato Samosa,107,15,1605,15.82,Clear,False
2023-09-26,West Delhi,Paneer Tikka Samosa,85,25,2125,22.66,Clear,False
2023-09-26,West Delhi,Spicy Chicken Samosa,93,30,2790,28.61,Clear,False
2023-09-26,West Delhi,Chocolate Fusion Samosa,14,45,630,48.47,Clear,False
2023-09-26,Noida,Classic Potato Samosa,52,15,780,12.72,Clear,False
2023-09-26,Noida,Paneer Tikka Samosa,186,25,4650,28.24,Rainy,False
2023-09-26,Noida,Spicy Chicken Samosa,125,30,3750,29.86,Clear,False
2023-09-26,Noida,Chocolate Fusion Samosa,19,45,855,47.84,Rainy,False
2023-09-26,Gurugram,Classic Potato Samosa,200,15,3000,15.76,Rainy,False
2023-09-26,Gurugram,Paneer Tikka Samosa,65,25,1625,26.57,Clear,False
2023-09-26,Gurugram,Spicy Chicken Samosa,94,30,2820,32.9,Clear,False
2023-09-26,Gurugram,Chocolate Fusion Samosa,18,45,810,44.24,Clear,False
2023-09-27,South Delhi,Classic Potato Samosa,112,15,1680,15.95,Rainy,False
2023-09-27,South Delhi,Paneer Tikka Samosa,109,25,2725,25.15,Clear,True
2023-09-27,South Delhi,Spicy Chicken Samosa,216,30,6480,25.94,Rainy,False
2023-09-27,South Delhi,Chocolate Fusion Samosa,14,45,630,46.1,Clear,False
2023-09-27,North Delhi,Classic Potato Samosa,107,15,1605,16.18,Clear,False
2023-09-27,North Delhi,Paneer Tikka Samosa,72,25,1800,22.82,Clear,False
2023-09-27,North Delhi,Spicy Chicken Samosa,67,30,2010,25.91,Clear,False
2023-09-27,North Delhi,Chocolate Fusion Samosa,15,45,675,48.33,Clear,False
2023-09-27,West Delhi,Classic Potato Samosa,148,15,2220,16.25,Clear,False
2023-09-27,West Delhi,Paneer Tikka Samosa,59,25,1475,23.21,Clear,False
2023-09-27,West Delhi,Spicy Chicken Samosa,161,30,4830,34.03,Rainy,False
2023-09-27,West Delhi,Chocolate Fusion Samosa,12,45,540,46.05,Clear,False
2023-09-27,Noida,Classic Potato Samosa,86,15,1290,11.16,Clear,False
2023-09-27,Noida,Paneer Tikka Samosa,107,25,2675,26.66,Rainy,False
2023-09-27,Noida,Spicy Chicken Samosa,98,30,2940,27.01,Clear,False
2023-09-27,Noida,Chocolate Fusion Samosa,12,45,540,48.58,Clear,False
2023-09-27,Gurugram,Classic Potato Samosa,81,15,1215,11.01,Clear,False
2023-09-27,Gurugram,Paneer Tikka Samosa,152,25,3800,29.27,Rainy,False
2023-09-27,Gurugram,Spicy Chicken Samosa,93,30,2790,32.9,Clear,False
2023-09-27,Gurugram,Chocolate Fusion Samosa,26,45,1170,44.53,Clear,False
2023-09-28,South Delhi,Classic Potato Samosa,142,15,2130,14.88,Clear,False
2023-09-28,South Delhi,Paneer Tikka Samosa,136,25,3400,20.8,Rainy,False
2023-09-28,South Delhi,Spicy Chicken Samosa,118,30,3540,27.06,Clear,False
2023-09-28,South Delhi,Chocolate Fusion Samosa,21,45,945,46.52,Rainy,False
2023-09-28,North Delhi,Classic Potato Samosa,180,15,2700,11.62,Rainy,False
2023-09-28,North Delhi,Paneer Tikka Samosa,159,25,3975,21.71,Clear,True
2023-09-28,North Delhi,Spicy Chicken Samosa,127,30,3810,33.19,Clear,False
2023-09-28,North Delhi,Chocolate Fusion Samosa,42,45,1890,42.89,Clear,True
2023-09-28,West Delhi,Classic Potato Samosa,63,15,945,14.2,Clear,False
2023-09-28,West Delhi,Paneer Tikka Samosa,83,25,2075,24.59,Clear,False
2023-09-28,West Delhi,Spicy Chicken Samosa,137,30,4110,31.41,Clear,False
2023-09-28,West Delhi,Chocolate Fusion Samosa,26,45,1170,45.79,Clear,False
2023-09-28,Noida,Classic Potato Samosa,92,15,1380,17.28,Clear,False
2023-09-28,Noida,Paneer Tikka Samosa,143,25,3575,20.45,Clear,False
2023-09-28,Noida,Spicy Chicken Samosa,51,30,1530,26.86,Clear,False
2023-09-28,Noida,Chocolate Fusion Samosa,33,45,1485,47.15,Rainy,False
2023-09-28,Gurugram,Classic Potato Samosa,107,15,1605,12.95,Clear,False
2023-09-28,Gurugram,Paneer Tikka Samosa,136,25,3400,25.89,Clear,False
2023-09-28,Gurugram,Spicy Chicken Samosa,145,30,4350,26.62,Clear,False
2023-09-28,Gurugram,Chocolate Fusion Samosa,16,45,720,40.44,Clear,False
2023-09-29,South Delhi,Classic Potato Samosa,61,15,915,17.18,Clear,False
2023-09-29,South Delhi,Paneer Tikka Samosa,75,25,1875,22.24,Clear,False
2023-09-29,South Delhi,Spicy Chicken Samosa,174,30,5220,32.64,Clear,False
2023-09-29,South Delhi,Chocolate Fusion Samosa,6,45,270,41.93,Clear,False
2023-09-29,North Delhi,Classic Potato Samosa,132,15,1980,10.86,Clear,False
2023-09-29,North Delhi,Paneer Tikka Samosa,198,25,4950,24.08,Rainy,False
2023-09-29,North Delhi,Spicy Chicken Samosa,203,30,6090,28.16,Rainy,True
2023-09-29,North Delhi,Chocolate Fusion Samosa,13,45,585,41.52,Clear,False
2023-09-29,West Delhi,Classic Potato Samosa,100,15,1500,17.98,Clear,False
2023-09-29,West Delhi,Paneer Tikka Samosa,77,25,1925,26.32,Rainy,False
2023-09-29,West Delhi,Spicy Chicken Samosa,66,30,1980,28.21,Clear,False
2023-09-29,West Delhi,Chocolate Fusion Samosa,27,45,1215,42.76,Clear,False
2023-09-29,Noida,Classic Potato Samosa,208,15,3120,10.8,Rainy,False
2023-09-29,Noida,Paneer Tikka Samosa,245,25,6125,29.44,Rainy,True
2023-09-29,Noida,Spicy Chicken Samosa,94,30,2820,30.03,Clear,False
2023-09-29,Noida,Chocolate Fusion Samosa,23,45,1035,43.51,Rainy,False
2023-09-29,Gurugram,Classic Potato Samosa,176,15,2640,10.58,Rainy,False
2023-09-29,Gurugram,Paneer Tikka Samosa,142,25,3550,21.93,Clear,False
2023-09-29,Gurugram,Spicy Chicken Samosa,87,30,2610,28.3,Clear,False
2023-09-29,Gurugram,Chocolate Fusion Samosa,23,45,1035,48.13,Clear,False
2023-09-30,South Delhi,Classic Potato Samosa,151,15,2265,10.19,Clear,False
2023-09-30,South Delhi,Paneer Tikka Samosa,165,25,4125,21.68,Clear,False
2023-09-30,South Delhi,Spicy Chicken Samosa,115,30,3450,26.85,Clear,False
2023-09-30,South Delhi,Chocolate Fusion Samosa,16,45,720,46.24,Clear,False
2023-09-30,North Delhi,Classic Potato Samosa,204,15,3060,16.47,Rainy,False
2023-09-30,North Delhi,Paneer Tikka Samosa,204,25,5100,21.51,Rainy,False
2023-09-30,North Delhi,Spicy Chicken Samosa,93,30,2790,27.45,Clear,False
2023-09-30,North Delhi,Chocolate Fusion Samosa,36,45,1620,46.67,Clear,False
2023-09-30,West Delhi,Classic Potato Samosa,180,15,2700,15.09,Clear,False
2023-09-30,West Delhi,Paneer Tikka Samosa,88,25,2200,23.32,Clear,False
2023-09-30,West Delhi,Spicy Chicken Samosa,246,30,7380,31.27,Rainy,False
2023-09-30,West Delhi,Chocolate Fusion Samosa,14,45,630,42.87,Rainy,False
2023-09-30,Noida,Classic Potato Samosa,130,15,1950,14.07,Clear,False
2023-09-30,Noida,Paneer Tikka Samosa,236,25,5900,27.75,Rainy,False
2023-09-30,Noida,Spicy Chicken Samosa,140,30,4200,30.52,Rainy,False
2023-09-30,Noida,Chocolate Fusion Samosa,45,45,2025,43.12,Rainy,False
2023-09-30,Gurugram,Classic Potato Samosa,128,15,1920,18.05,Clear,False
2023-09-30,Gurugram,Paneer Tikka Samosa,101,25,2525,29.58,Clear,False
2023-09-30,Gurugram,Spicy Chicken Samosa,110,30,3300,29.47,Clear,False
2023-09-30,Gurugram,Chocolate Fusion Samosa,7,45,315,47.7,Clear,False
2023-10-01,South Delhi,Classic Potato Samosa,180,15,2700,14.49,Clear,False
2023-10-01,South Delhi,Paneer Tikka Samosa,199,25,4975,25.23,Clear,False
2023-10-01,South Delhi,Spicy Chicken Samosa,120,30,3600,33.67,Clear,False
2023-10-01,South Delhi,Chocolate Fusion Samosa,27,45,1215,49.83,Clear,True
2023-10-01,North Delhi,Classic Potato Samosa,180,15,2700,18.46,Clear,False
2023-10-01,North Delhi,Paneer Tikka Samosa,157,25,3925,22.92,Clear,False
2023-10-01,North Delhi,Spicy Chicken Samosa,142,30,4260,28.31,Clear,False
2023-10-01,North Delhi,Chocolate Fusion Samosa,6,45,270,42.95,Clear,False
2023-10-01,West Delhi,Classic Potato Samosa,176,15,2640,13.81,Clear,False
2023-10-01,West Delhi,Paneer Tikka Samosa,89,25,2225,28.22,Rainy,False
2023-10-01,West Delhi,Spicy Chicken Samosa,76,30,2280,26.03,Clear,False
2023-10-01,West Delhi,Chocolate Fusion Samosa,28,45,1260,49.93,Rainy,False
2023-10-01,Noida,Classic Potato Samosa,122,15,1830,15.87,Clear,False
2023-10-01,Noida,Paneer Tikka Samosa,106,25,2650,21.69,Clear,False
2023-10-01,Noida,Spicy Chicken Samosa,118,30,3540,25.19,Clear,False
2023-10-01,Noida,Chocolate Fusion Samosa,20,45,900,49.03,Clear,False
2023-10-01,Gurugram,Classic Potato Samosa,110,15,1650,13.15,Clear,False
2023-10-01,Gurugram,Paneer Tikka Samosa,81,25,2025,21.1,Clear,False
2023-10-01,Gurugram,Spicy Chicken Samosa,88,30,2640,30.25,Clear,False
2023-10-01,Gurugram,Chocolate Fusion Samosa,12,45,540,45.38,Clear,False
2023-10-02,South Delhi,Classic Potato Samosa,74,15,1110,13.5,Clear,False
2023-10-02,South Delhi,Paneer Tikka Samosa,175,25,4375,25.59,Clear,False
2023-10-02,South Delhi,Spicy Chicken Samosa,94,30,2820,33.67,Clear,False
2023-10-02,South Delhi,Chocolate Fusion Samosa,16,45,720,46.75,Clear,False
2023-10-02,North Delhi,Classic Potato Samosa,123,15,1845,12.5,Clear,False
2023-10-02,North Delhi,Paneer Tikka Samosa,142,25,3550,29.67,Clear,False
2023-10-02,North Delhi,Spicy Chicken Samosa,122,30,3660,25.36,Clear,False
2023-10-02,North Delhi,Chocolate Fusion Samosa,23,45,1035,44.06,Clear,False
2023-10-02,West Delhi,Classic Potato Samosa,79,15,1185,15.84,Clear,False
2023-10-02,West Delhi,Paneer Tikka Samosa,138,25,3450,26.54,Rainy,False
2023-10-02,West Delhi,Spicy Chicken Samosa,207,30,6210,33.11,Rainy,True
2023-10-02,West Delhi,Chocolate Fusion Samosa,6,45,270,42.6,Clear,False
2023-10-02,Noida,Classic Potato Samosa,114,15,1710,12.29,Clear,False
2023-10-02,Noida,Paneer Tikka Samosa,91,25,2275,24.66,Clear,False
2023-10-02,Noida,Spicy Chicken Samosa,123,30,3690,32.61,Clear,True
2023-10-02,Noida,Chocolate Fusion Samosa,24,45,1080,41.03,Clear,False
2023-10-02,Gurugram,Classic Potato Samosa,128,15,1920,17.88,Clear,False
2023-10-02,Gurugram,Paneer Tikka Samosa,98,25,2450,20.69,Clear,False
2023-10-02,Gurugram,Spicy Chicken Samosa,187,30,5610,32.39,Rainy,False
2023-10-02,Gurugram,Chocolate Fusion Samosa,9,45,405,44.24,Clear,False
2023-10-03,South Delhi,Classic Potato Samosa,126,15,1890,15.01,Clear,False
2023-10-03,South Delhi,Paneer Tikka Samosa,192,25,4800,28.91,Clear,True
2023-10-03,South Delhi,Spicy Chicken Samosa,114,30,3420,25.71,Clear,False
2023-10-03,South Delhi,Chocolate Fusion Samosa,9,45,405,40.45,Clear,False
2023-10-03,North Delhi,Classic Potato Samosa,75,15,1125,18.3,Clear,False
2023-10-03,North Delhi,Paneer Tikka Samosa,81,25,2025,22.93,Clear,False
2023-10-03,North Delhi,Spicy Chicken Samosa,127,30,3810,29.34,Clear,False
2023-10-03,North Delhi,Chocolate Fusion Samosa,18,45,810,41.05,Clear,False
2023-10-03,West Delhi,Classic Potato Samosa,120,15,1800,13.32,Clear,False
2023-10-03,West Delhi,Paneer Tikka Samosa,111,25,2775,29.42,Clear,False
2023-10-03,West Delhi,Spicy Chicken Samosa,145,30,4350,25.12,Clear,False
2023-10-03,West Delhi,Chocolate Fusion Samosa,6,45,270,43.02,Clear,False
2023-10-03,Noida,Classic Potato Samosa,135,15,2025,15.84,Clear,False
2023-10-03,Noida,Paneer Tikka Samosa,138,25,3450,28.36,Rainy,False
2023-10-03,Noida,Spicy Chicken Samosa,129,30,3870,25.75,Clear,False
2023-10-03,Noida,Chocolate Fusion Samosa,9,45,405,47.71,Rainy,False
2023-10-03,Gurugram,Classic Potato Samosa,55,15,825,19.93,Clear,False
2023-10-03,Gurugram,Paneer Tikka Samosa,130,25,3250,28.36,Clear,True
2023-10-03,Gurugram,Spicy Chicken Samosa,88,30,2640,31.29,Clear,True
2023-10-03,Gurugram,Chocolate Fusion Samosa,33,45,1485,49.45,Clear,True
2023-10-04,South Delhi,Classic Potato Samosa,98,15,1470,10.88,Clear,False
2023-10-04,South Delhi,Paneer Tikka Samosa,153,25,3825,29.26,Clear,True
2023-10-04,South Delhi,Spicy Chicken Samosa,250,30,7500,32.79,Clear,True
2023-10-04,South Delhi,Chocolate Fusion Samosa,33,45,1485,49.72,Clear,False
2023-10-04,North Delhi,Classic Potato Samosa,145,15,2175,11.02,Clear,False
2023-10-04,North Delhi,Paneer Tikka Samosa,100,25,2500,24.18,Clear,False
2023-10-04,North Delhi,Spicy Chicken Samosa,90,30,2700,32.69,Clear,False
2023-10-04,North Delhi,Chocolate Fusion Samosa,25,45,1125,45.47,Rainy,False
2023-10-04,West Delhi,Classic Potato Samosa,83,15,1245,16.47,Clear,False
2023-10-04,West Delhi,Paneer Tikka Samosa,147,25,3675,21.23,Clear,False
2023-10-04,West Delhi,Spicy Chicken Samosa,66,30,1980,33.56,Clear,False
2023-10-04,West Delhi,Chocolate Fusion Samosa,14,45,630,40.74,Clear,False
2023-10-04,Noida,Classic Potato Samosa,169,15,2535,13.37,Clear,True
2023-10-04,Noida,Paneer Tikka Samosa,62,25,1550,23.99,Clear,False
2023-10-04,Noida,Spicy Chicken Samosa,51,30,1530,29.79,Clear,False
2023-10-04,Noida,Chocolate Fusion Samosa,21,45,945,49.26,Clear,False
2023-10-04,Gurugram,Classic Potato Samosa,82,15,1230,10.37,Clear,True
2023-10-04,Gurugram,Paneer Tikka Samosa,100,25,2500,23.96,Rainy,False
2023-10-04,Gurugram,Spicy Chicken Samosa,70,30,2100,27.67,Clear,False
2023-10-04,Gurugram,Chocolate Fusion Samosa,8,45,360,42.69,Clear,False
2023-10-05,South Delhi,Classic Potato Samosa,169,15,2535,19.92,Clear,False
2023-10-05,South Delhi,Paneer Tikka Samosa,241,25,6025,20.01,Rainy,False
2023-10-05,South Delhi,Spicy Chicken Samosa,106,30,3180,26.45,Clear,False
2023-10-05,South Delhi,Chocolate Fusion Samosa,13,45,585,40.56,Clear,False
2023-10-05,North Delhi,Classic Potato Samosa,96,15,1440,16.2,Clear,False
2023-10-05,North Delhi,Paneer Tikka Samosa,154,25,3850,25.52,Rainy,False
2023-10-05,North Delhi,Spicy Chicken Samosa,76,30,2280,25.85,Clear,False
2023-10-05,North Delhi,Chocolate Fusion Samosa,8,45,360,45.8,Clear,False
2023-10-05,West Delhi,Classic Potato Samosa,151,15,2265,17.1,Clear,True
2023-10-05,West Delhi,Paneer Tikka Samosa,118,25,2950,20.42,Clear,False
2023-10-05,West Delhi,Spicy Chicken Samosa,145,30,4350,27.45,Clear,False
2023-10-05,West Delhi,Chocolate Fusion Samosa,21,45,945,49.13,Clear,False
2023-10-05,Noida,Classic Potato Samosa,109,15,1635,10.73,Clear,True
2023-10-05,Noida,Paneer Tikka Samosa,79,25,1975,25.75,Rainy,False
2023-10-05,Noida,Spicy Chicken Samosa,142,30,4260,27.0,Clear,False
2023-10-05,Noida,Chocolate Fusion Samosa,7,45,315,46.04,Clear,False
2023-10-05,Gurugram,Classic Potato Samosa,109,15,1635,15.11,Clear,False
2023-10-05,Gurugram,Paneer Tikka Samosa,127,25,3175,20.66,Clear,False
2023-10-05,Gurugram,Spicy Chicken Samosa,78,30,2340,30.84,Clear,False
2023-10-05,Gurugram,Chocolate Fusion Samosa,13,45,585,46.43,Clear,True
2023-10-06,South Delhi,Classic Potato Samosa,154,15,2310,11.81,Clear,True
2023-10-06,South Delhi,Paneer Tikka Samosa,159,25,3975,26.26,Clear,False
2023-10-06,South Delhi,Spicy Chicken Samosa,115,30,3450,28.1,Clear,False
2023-10-06,South Delhi,Chocolate Fusion Samosa,16,45,720,42.74,Clear,False
2023-10-06,North Delhi,Classic Potato Samosa,152,15,2280,10.14,Rainy,False
2023-10-06,North Delhi,Paneer Tikka Samosa,114,25,2850,24.8,Clear,False
2023-10-06,North Delhi,Spicy Chicken Samosa,96,30,2880,26.64,Clear,True
2023-10-06,North Delhi,Chocolate Fusion Samosa,23,45,1035,41.58,Clear,False
2023-10-06,West Delhi,Classic Potato Samosa,146,15,2190,13.94,Clear,False
2023-10-06,West Delhi,Paneer Tikka Samosa,93,25,2325,23.32,Clear,False
2023-10-06,West Delhi,Spicy Chicken Samosa,180,30,5400,31.81,Clear,True
2023-10-06,West Delhi,Chocolate Fusion Samosa,15,45,675,47.0,Clear,False
2023-10-06,Noida,Classic Potato Samosa,137,15,2055,15.87,Clear,False
2023-10-06,Noida,Paneer Tikka Samosa,64,25,1600,26.22,Clear,False
2023-10-06,Noida,Spicy Chicken Samosa,115,30,3450,33.66,Clear,False
2023-10-06,Noida,Chocolate Fusion Samosa,31,45,1395,41.24,Clear,True
2023-10-06,Gurugram,Classic Potato Samosa,130,15,1950,13.02,Rainy,False
2023-10-06,Gurugram,Paneer Tikka Samosa,51,25,1275,23.07,Clear,False
2023-10-06,Gurugram,Spicy Chicken Samosa,90,30,2700,33.4,Clear,False
2023-10-06,Gurugram,Chocolate Fusion Samosa,20,45,900,49.82,Clear,False
2023-10-07,South Delhi,Classic Potato Samosa,283,15,4245,13.6,Clear,True
2023-10-07,South Delhi,Paneer Tikka Samosa,135,25,3375,29.22,Clear,False
2023-10-07,South Delhi,Spicy Chicken Samosa,94,30,2820,32.23,Clear,False
2023-10-07,South Delhi,Chocolate Fusion Samosa,33,45,1485,44.09,Clear,False
2023-10-07,North Delhi,Classic Potato Samosa,77,15,1155,17.0,Clear,False
2023-10-07,North Delhi,Paneer Tikka Samosa,237,25,5925,20.98,Rainy,False
2023-10-07,North Delhi,Spicy Chicken Samosa,93,30,2790,33.1,Clear,False
2023-10-07,North Delhi,Chocolate Fusion Samosa,22,45,990,49.84,Clear,False
2023-10-07,West Delhi,Classic Potato Samosa,135,15,2025,14.53,Clear,False
2023-10-07,West Delhi,Paneer Tikka Samosa,153,25,3825,26.9,Clear,False
2023-10-07,West Delhi,Spicy Chicken Samosa,162,30,4860,26.1,Clear,False
2023-10-07,West Delhi,Chocolate Fusion Samosa,25,45,1125,47.99,Clear,False
2023-10-07,Noida,Classic Potato Samosa,133,15,1995,15.34,Clear,False
2023-10-07,Noida,Paneer Tikka Samosa,63,25,1575,28.35,Clear,False
2023-10-07,Noida,Spicy Chicken Samosa,110,30,3300,33.65,Clear,False
2023-10-07,Noida,Chocolate Fusion Samosa,31,45,1395,41.85,Clear,True
2023-10-07,Gurugram,Classic Potato Samosa,146,15,2190,11.27,Clear,False
2023-10-07,Gurugram,Paneer Tikka Samosa,225,25,5625,21.73,Rainy,False
2023-10-07,Gurugram,Spicy Chicken Samosa,213,30,6390,26.24,Rainy,False
2023-10-07,Gurugram,Chocolate Fusion Samosa,7,45,315,45.05,Clear,False
2023-10-08,South Delhi,Classic Potato Samosa,90,15,1350,19.73,Clear,False
2023-10-08,South Delhi,Paneer Tikka Samosa,190,25,4750,25.48,Clear,False
2023-10-08,South Delhi,Spicy Chicken Samosa,189,30,5670,29.78,Clear,False
2023-10-08,South Delhi,Chocolate Fusion Samosa,22,45,990,47.12,Clear,False
2023-10-08,North Delhi,Classic Potato Samosa,107,15,1605,17.77,Clear,False
2023-10-08,North Delhi,Paneer Tikka Samosa,173,25,4325,20.95,Clear,False
2023-10-08,North Delhi,Spicy Chicken Samosa,268,30,8040,28.3,Clear,True
2023-10-08,North Delhi,Chocolate Fusion Samosa,25,45,1125,47.49,Clear,False
2023-10-08,West Delhi,Classic Potato Samosa,101,15,1515,12.88,Clear,False
2023-10-08,West Delhi,Paneer Tikka Samosa,161,25,4025,21.01,Clear,False
2023-10-08,West Delhi,Spicy Chicken Samosa,105,30,3150,25.44,Rainy,False
